Name,year,AcresBurned,Counties,Started,Extinguished,Latitude,Longitude,MajorIncident,PersonnelInvolved,duration_days,start_date,day_of_year
Emerald Fire,2016,176,El Dorado,2016-10-14T01:28:00Z,2016-10-17T11:45:00Z,38.93449,-120.10744,TRUE,NA,3.428472222222222,2016-10-14,288
Jacobson Fire,2016,10,Tulare,2016-10-20T17:00:00Z,2016-12-19T13:30:00Z,36.217,-118.551,FALSE,NA,59.854166666666664,2016-10-20,294
Marek Fire,2016,4824,Los Angeles,2016-11-14T05:45:00Z,2016-11-14T14:00:00Z,34.31,-118.335,FALSE,NA,0.34375,2016-11-14,319
Oroville Spillway,2017,0,Butte,2017-02-07T14:00:00Z,2018-01-09T09:24:00Z,39.51158,-121.55633,TRUE,596,335.80833333333334,2017-02-07,38
Grace Fire,2017,45,Shasta,2017-04-03T16:00:00Z,2018-01-09T09:41:00Z,40.48712,-121.85645,FALSE,NA,280.7368055555556,2017-04-03,93
66 Fire,2017,15,Riverside,2017-04-13T02:30:00Z,2018-01-09T09:50:00Z,33.56777,-116.08003,FALSE,NA,271.30555555555554,2017-04-13,103
Jayne Fire,2017,5738,Fresno,2017-04-20T15:40:00Z,2018-01-09T09:51:00Z,36.07228,-120.26561,TRUE,NA,263.7576388888889,2017-04-20,110
Soledad Fire,2017,10,Monterey,2017-04-24T12:06:00Z,2018-01-09T09:51:00Z,36.44141,-121.34695,FALSE,NA,259.90625,2017-04-24,114
El Dorado Fire,2017,976,Fresno,2017-04-28T15:40:00Z,2018-01-09T09:52:00Z,36.530836,-120.206592,FALSE,NA,255.75833333333333,2017-04-28,118
Tumey Fire,2017,126,Fresno,2017-04-29T17:15:00Z,2018-01-09T09:52:00Z,36.5355,-120.6585,FALSE,NA,254.6923611111111,2017-04-29,119
Jameson Fire,2017,12,Riverside,2017-04-30T19:43:00Z,2018-01-09T09:54:00Z,33.7866,-117.5048,FALSE,NA,253.59097222222223,2017-04-30,120
Opera Fire,2017,1350,Riverside,2017-04-30T15:23:00Z,2018-01-09T09:53:00Z,34.00566,-117.30693,FALSE,NA,253.77083333333334,2017-04-30,120
Tower Fire,2017,150,San Bernardino,2017-04-30T16:03:00Z,2018-01-09T09:53:00Z,34.30104,-117.45646,FALSE,NA,253.74305555555554,2017-04-30,120
Shandon Fire,2017,12,San Luis Obispo,2017-05-07T16:41:00Z,2018-01-09T09:55:00Z,35.6879,-120.3317,FALSE,NA,246.71805555555557,2017-05-07,127
Sonoma Fire,2017,400,Fresno,2017-05-10T15:27:00Z,2018-01-09T09:55:00Z,36.45491,-120.2445,FALSE,NA,243.76944444444445,2017-05-10,130
Hub Fire,2017,31,Kern,2017-05-12T05:05:00Z,2018-01-09T09:55:00Z,35.60001,-118.4683,FALSE,NA,242.20138888888889,2017-05-12,132
Wright Fire,2017,1800,Merced,2017-05-12T15:30:00Z,2018-01-09T09:56:00Z,36.96655,-120.89261,FALSE,NA,241.76805555555555,2017-05-12,132
Feed Fire,2017,41,Kern,2017-05-14T14:00:00Z,2018-01-09T09:57:00Z,35.05076,-118.90004,FALSE,NA,239.83125,2017-05-14,134
Nacimiento Fire,2017,20,Monterey,2017-05-14T12:00:00Z,2018-01-09T09:56:00Z,35.77082,-120.92482,FALSE,NA,239.9138888888889,2017-05-14,134
Arrow Fire,2017,225,San Luis Obispo,2017-05-15T13:58:00Z,2018-01-09T09:57:00Z,35.21177,-119.87525,FALSE,NA,238.83263888888888,2017-05-15,135
Bravo Fire,2017,288,Kern,2017-05-15T14:05:00Z,2018-01-09T09:58:00Z,35.41283,-118.84466,FALSE,NA,238.82847222222222,2017-05-15,135
41 Fire,2017,150,Madera,2017-05-17T15:30:00Z,2018-01-09T10:01:00Z,36.90967,-119.79315,FALSE,NA,236.77152777777778,2017-05-17,137
Lonoak Fire,2017,17,Monterey,2017-05-17T15:18:00Z,2018-01-09T09:59:00Z,36.2771,-120.94328,TRUE,NA,236.77847222222223,2017-05-17,137
Camp Fire,2017,225,San Luis Obispo,2017-05-18T08:48:00Z,2018-01-09T10:03:00Z,35.34541,-120.76464,FALSE,NA,236.05208333333334,2017-05-18,138
City Fire,2017,20,Kings,2017-05-18T12:54:00Z,2018-01-09T10:04:00Z,35.983,-119.91508,FALSE,NA,235.88194444444446,2017-05-18,138
Elm Fire,2017,10343,Fresno,2017-05-18T13:11:00Z,2018-01-09T10:04:00Z,36.12089,-120.37116,TRUE,432,235.8701388888889,2017-05-18,138
Moraga Fire,2017,14,Riverside,2017-05-18T17:25:00Z,2018-01-09T10:05:00Z,33.97155,-117.44148,FALSE,NA,235.69444444444446,2017-05-18,138
Deluz Fire,2017,486,San Diego,2017-05-19T14:45:00Z,2018-01-09T10:06:00Z,33.3906,-117.32348,FALSE,NA,234.80625,2017-05-19,139
Manning Fire,2017,70,Fresno,2017-05-19T23:28:00Z,2018-01-09T10:05:00Z,36.60736,-120.5828,FALSE,NA,234.4423611111111,2017-05-19,139
Gate Fire,2017,2056,San Diego,2017-05-20T23:19:00Z,2018-01-09T10:06:00Z,32.65597,-116.80527,TRUE,665,233.44930555555555,2017-05-20,140
Ming Fire,2017,506,Kern,2017-05-20T14:23:00Z,2018-01-09T10:07:00Z,35.4605,-118.85896,FALSE,NA,233.82222222222222,2017-05-20,140
Wasioja Fire,2017,190,Santa Barbara,2017-05-20T17:54:00Z,2018-01-09T10:07:00Z,34.9465,-119.8036,FALSE,NA,233.67569444444445,2017-05-20,140
Moreno Fire,2017,10,Riverside,2017-05-23T13:13:00Z,2018-01-09T10:08:00Z,33.94673,-117.17773,FALSE,NA,230.87152777777777,2017-05-23,143
Ribbonwood Fire,2017,25,San Diego,2017-05-24T15:30:00Z,2018-01-09T10:10:00Z,32.679,-116.29296,FALSE,NA,229.77777777777777,2017-05-24,144
Lamb Fire,2017,120,Riverside,2017-05-25T14:48:00Z,2018-01-09T10:16:00Z,33.88287,-116.99651,FALSE,NA,228.8111111111111,2017-05-25,145
Champagne Fire,2017,10,Kern,2017-05-28T10:59:00Z,2018-01-09T10:17:00Z,34.87128,-118.35296,FALSE,NA,225.97083333333333,2017-05-28,148
Lombardi Fire,2017,15,Calaveras,2017-05-28T15:30:00Z,2018-01-09T10:21:00Z,38.19906,-120.83484,FALSE,NA,225.78541666666666,2017-05-28,148
Panoche Fire,2017,18,Fresno,2017-05-28T16:16:00Z,2018-01-09T10:21:00Z,36.61332,-120.7109,FALSE,NA,225.75347222222223,2017-05-28,148
Rusty Fire,2017,16,Fresno,2017-05-28T07:49:00Z,2018-01-09T10:17:00Z,36.96642,-119.58292,FALSE,NA,226.1027777777778,2017-05-28,148
Serenas Fire,2017,48,Riverside,2017-05-28T15:27:00Z,2018-01-09T10:21:00Z,33.58577,-116.07429,FALSE,NA,225.7875,2017-05-28,148
Matz Fire,2017,16,San Bernardino,2017-05-29T01:20:00Z,2018-01-09T10:22:00Z,34.04412,-116.55326,FALSE,NA,225.3763888888889,2017-05-29,149
Twenty Fire,2017,10,Yuba,2017-05-29T15:31:00Z,2018-01-09T10:22:00Z,39.23205,-121.376,FALSE,NA,224.78541666666666,2017-05-29,149
Fountain Fire,2017,79,Tulare,2017-05-31T11:30:00Z,2018-01-09T10:23:00Z,35.89423,-119.00334,FALSE,NA,222.95347222222222,2017-05-31,151
Fairview Fire,2017,26,Riverside,2017-06-01T16:12:00Z,2018-01-09T10:23:00Z,33.94788,-116.59719,FALSE,NA,221.7576388888889,2017-06-01,152
5 Fire,2017,25,Los Angeles,2017-06-03T15:39:00Z,2018-01-09T10:24:00Z,34.29931,-118.37539,FALSE,NA,219.78125,2017-06-03,154
Jones Fire,2017,42,Modoc,2017-06-03T13:09:00Z,2018-01-09T10:24:00Z,41.38247,-120.53443,FALSE,NA,219.88541666666666,2017-06-03,154
Vernon Fire,2017,27,Riverside,2017-06-03T12:09:00Z,2018-01-09T10:24:00Z,33.82165,-116.96079,FALSE,NA,219.92708333333334,2017-06-03,154
Dehesa Fire,2017,12,San Diego,2017-06-04T11:04:00Z,2018-01-09T10:25:00Z,0,0,FALSE,NA,218.97291666666666,2017-06-04,155
Shirleon Fire,2017,10,Riverside,2017-06-04T16:48:00Z,2018-01-09T10:26:00Z,33.87107,-116.88097,FALSE,NA,218.73472222222222,2017-06-04,155
Whitepine Fire,2017,46,Siskiyou,2017-06-06T16:38:00Z,2018-01-09T10:27:00Z,41.8721,-122.4571,TRUE,NA,216.7423611111111,2017-06-06,157
Wilbur Fire,2017,91,Butte,2017-06-06T12:43:00Z,2018-01-09T10:27:00Z,39.52499,-121.64897,FALSE,NA,216.90555555555557,2017-06-06,157
26 Fire,2017,157,Madera,2017-06-07T21:00:00Z,2018-01-09T10:28:00Z,37.12759,-120.0193,FALSE,NA,215.5611111111111,2017-06-07,158
Dinely Fire,2017,339,Tulare,2017-06-07T11:55:00Z,2018-01-09T10:28:00Z,36.45809,-118.87676,TRUE,435,215.93958333333333,2017-06-07,158
Breckenridge Fire,2017,35,Kern,2017-06-09T04:53:00Z,2018-01-09T10:29:00Z,35.37351,-118.84134,FALSE,NA,214.23333333333332,2017-06-09,160
Bodfish Fire,2017,206,Kern,2017-06-10T12:17:00Z,2018-01-09T10:29:00Z,35.59804,-118.47939,FALSE,NA,212.925,2017-06-10,161
Oakwood Fire,2017,1431,Madera,2017-06-10T13:19:00Z,2018-01-09T10:30:00Z,37.0825,-119.8011,TRUE,13,212.8826388888889,2017-06-10,161
Monterey Fire,2017,450,Fresno,2017-06-11T17:15:00Z,2018-01-09T10:30:00Z,36.616986,-120.369347,FALSE,NA,211.71875,2017-06-11,162
Pleyto Fire,2017,32,Monterey,2017-06-11T18:12:00Z,2018-01-09T10:30:00Z,35.902149,-120.983684,FALSE,NA,211.67916666666667,2017-06-11,162
Tivy Fire,2017,76,Fresno,2017-06-11T22:45:00Z,2018-01-09T10:31:00Z,36.8005,-119.35901,FALSE,NA,211.49027777777778,2017-06-11,162
Wild Fire,2017,186,Fresno,2017-06-11T10:46:00Z,2018-01-09T10:30:00Z,36.704679,-120.405077,FALSE,NA,211.98888888888888,2017-06-11,162
Douglas Fire,2017,50,San Diego,2017-06-13T14:31:00Z,2018-01-09T10:32:00Z,33.23281,-117.29509,FALSE,NA,209.83402777777778,2017-06-13,164
Platina Fire,2017,21,Shasta,2017-06-13T12:47:00Z,2018-01-09T10:32:00Z,0,0,FALSE,NA,209.90625,2017-06-13,164
Refuge Fire,2017,22,Napa,2017-06-13T10:18:00Z,2018-01-09T10:31:00Z,38.68347,-122.2654,TRUE,80,210.0090277777778,2017-06-13,164
Lucy Fire,2017,150,San Luis Obispo,2017-06-14T11:44:00Z,2018-01-09T10:33:00Z,35.6871,-120.3187,FALSE,NA,208.95069444444445,2017-06-14,165
Nuevo Fire,2017,28,Riverside,2017-06-15T15:51:00Z,2018-01-09T10:33:00Z,33.79925,-117.11659,FALSE,NA,207.77916666666667,2017-06-15,166
Westfall Fire,2017,63,Mariposa,2017-06-15T07:30:00Z,2018-01-09T10:33:00Z,37.36914,-120.0088,FALSE,NA,208.12708333333333,2017-06-15,166
Shore Fire,2017,32,Monterey,2017-06-16T15:49:00Z,2018-01-09T10:34:00Z,35.90092,-120.93371,TRUE,NA,206.78125,2017-06-16,167
Skyway Fire,2017,134,Butte,2017-06-16T09:27:00Z,2018-01-09T10:34:00Z,39.69717,-121.75417,FALSE,NA,207.04652777777778,2017-06-16,167
Bogus Fire,2017,56,Siskiyou,2017-06-18T15:45:00Z,2018-01-09T10:59:00Z,41.93006,-122.36545,FALSE,NA,204.80138888888888,2017-06-18,169
Bolla Fire,2017,60,Tehama,2017-06-18T07:15:00Z,2018-01-09T10:35:00Z,40.32063,-122.83208,FALSE,NA,205.13888888888889,2017-06-18,169
Lambs Fire,2017,10,Riverside,2017-06-18T12:28:00Z,2018-01-09T10:35:00Z,33.90965,-116.9669,FALSE,NA,204.92152777777778,2017-06-18,169
Road Fire,2017,25,Madera,2017-06-18T14:04:00Z,2018-01-09T10:35:00Z,37.02081,-119.95136,FALSE,NA,204.85486111111112,2017-06-18,169
Trellis Fire,2017,26,Riverside,2017-06-18T16:03:00Z,2018-01-09T10:59:00Z,33.71025,-117.31924,FALSE,NA,204.7888888888889,2017-06-18,169
Evans Fire,2017,168,Sierra,2017-06-19T21:41:00Z,2018-01-09T11:00:00Z,39.71101,-120.02325,FALSE,NA,203.5548611111111,2017-06-19,170
Holcomb Fire,2017,1503,San Bernardino,2017-06-19T15:05:00Z,2018-01-09T11:00:00Z,34.2976,-116.826,FALSE,NA,203.82986111111111,2017-06-19,170
Orange Fire,2017,65,Stanislaus,2017-06-21T14:45:00Z,2018-01-09T10:59:00Z,37.82934,-120.68992,FALSE,NA,201.84305555555557,2017-06-21,172
Quimby Fire,2017,54,Santa Clara,2017-06-21T18:02:00Z,2018-01-09T11:00:00Z,37.33454,-121.76323,FALSE,NA,201.70694444444445,2017-06-21,172
King Incident,2017,0,Tulare,2017-06-23T22:32:00Z,2018-01-09T11:01:00Z,36.51912,-119.50606,FALSE,NA,199.52013888888888,2017-06-23,174
Schaeffer Fire,2017,16031,Tulare,2017-06-24T16:16:00Z,2018-01-09T11:01:00Z,0,0,FALSE,NA,198.78125,2017-06-24,175
Placerita Fire,2017,760,Los Angeles,2017-06-25T12:47:00Z,2018-01-09T11:08:00Z,34.37443,-118.49343,FALSE,NA,197.93125,2017-06-25,176
Salmon-August Complex,2017,0,Siskiyou,2017-06-25T17:00:00Z,2018-01-09T11:07:00Z,41.841,-123.474,FALSE,NA,197.7548611111111,2017-06-25,176
Hill Fire,2017,1598,San Luis Obispo,2017-06-26T15:27:00Z,2018-01-09T11:08:00Z,35.4025,-120.4992,TRUE,NA,196.8201388888889,2017-06-26,177
Manzanita Fire,2017,6309,Riverside,2017-06-26T15:10:00Z,2018-01-09T11:08:00Z,33.530045,-116.594422,FALSE,NA,196.83194444444445,2017-06-26,177
Mart Fire,2017,670,San Bernardino,2017-06-27T15:22:00Z,2018-01-09T11:09:00Z,34.14575,-117.17813,FALSE,NA,195.82430555555555,2017-06-27,178
Sloane Fire,2017,25,San Diego,2017-06-27T09:38:00Z,2018-01-09T11:09:00Z,32.7789,-116.8516,FALSE,NA,196.06319444444443,2017-06-27,178
Alvarado Fire,2017,15,Monterey,2017-06-28T09:30:00Z,2018-01-09T11:10:00Z,35.947,-120.87492,FALSE,NA,195.06944444444446,2017-06-28,179
Battle Fire,2017,562,Modoc,2017-06-28T13:50:00Z,2018-01-09T11:10:00Z,41.85763,-121.29581,FALSE,NA,194.88888888888889,2017-06-28,179
Ben Fire,2017,630,Mariposa,2017-06-28T15:49:00Z,2018-01-09T11:10:00Z,37.3762,-119.9646,TRUE,380,194.80625,2017-06-28,179
Cristianitos Fire,2017,0,San Diego,2017-06-28T17:56:00Z,2018-01-09T11:10:00Z,33.43513,-117.58252,FALSE,NA,194.71805555555557,2017-06-28,179
Lockwood Fire,2017,42,Monterey,2017-06-29T20:44:00Z,2018-01-09T11:11:00Z,35.96275,-121.08753,FALSE,NA,193.60208333333333,2017-06-29,180
Stokes Fire,2017,41,Los Angeles,2017-06-29T15:45:00Z,2018-01-09T11:11:00Z,34.10446,-118.70294,FALSE,NA,193.80972222222223,2017-06-29,180
Topanga Fire,2017,55,Los Angeles,2017-06-29T15:09:00Z,2018-01-09T11:11:00Z,34.03941,-118.58624,FALSE,NA,193.8347222222222,2017-06-29,180
Tarina Fire,2017,1200,Kern,2017-06-30T13:49:00Z,2018-01-09T11:16:00Z,35.38298,-118.80123,FALSE,NA,192.89375,2017-06-30,181
Derrick Fire,2017,1538,Fresno,2017-07-02T22:28:00Z,2018-01-09T11:41:00Z,36.269125,-120.620791,TRUE,NA,190.55069444444445,2017-07-02,183
Desabla Fire,2017,14,Butte,2017-07-02T13:43:00Z,2018-01-09T11:17:00Z,39.8629,-121.6268,FALSE,NA,190.8986111111111,2017-07-02,183
Lisa Fire,2017,11,Riverside,2017-07-02T13:04:00Z,2018-01-09T11:16:00Z,33.913089,-117.096233,FALSE,NA,190.925,2017-07-02,183
Lago Fire,2017,50,Riverside,2017-07-03T15:14:00Z,2018-01-09T11:41:00Z,33.87739,-117.16215,FALSE,NA,189.85208333333333,2017-07-03,184
Timber Fire,2017,30,Riverside,2017-07-03T19:31:00Z,2018-01-09T11:42:00Z,33.96896,-117.25411,FALSE,NA,189.67430555555555,2017-07-03,184
Eagle Fire,2017,205,Riverside,2017-07-04T16:55:00Z,2018-01-09T11:44:00Z,33.85323,-117.48195,FALSE,NA,188.78402777777777,2017-07-04,185
Freedom Fire,2017,57,Fresno,2017-07-04T13:21:00Z,2018-01-09T11:43:00Z,36.81476,-119.51592,FALSE,NA,188.93194444444444,2017-07-04,185
Klamath Fire,2017,0,Siskiyou,2017-07-04T15:21:00Z,2018-01-09T11:43:00Z,41.86609,-122.73031,FALSE,NA,188.8486111111111,2017-07-04,185
Lakeland Fire,2017,18,Butte,2017-07-04T15:45:00Z,2018-01-09T11:43:00Z,39.53944,-121.54722,FALSE,NA,188.83194444444445,2017-07-04,185
Auberry Fire,2017,91,Fresno,2017-07-05T15:40:00Z,2018-01-09T11:45:00Z,36.95104,-119.65621,TRUE,NA,187.83680555555554,2017-07-05,186
Fay Fire,2017,469,Siskiyou,2017-07-05T11:05:00Z,2018-01-09T11:44:00Z,41.3975,-122.8428,TRUE,NA,188.02708333333334,2017-07-05,186
Globe Fire,2017,21,Tulare,2017-07-05T08:24:00Z,2018-01-09T11:44:00Z,36.10858,-118.81979,FALSE,NA,188.13888888888889,2017-07-05,186
Alamo Fire,2017,28687,San Luis Obispo,2017-07-06T15:44:00Z,2018-01-09T11:46:00Z,35.0179,-120.3223,TRUE,153,186.8347222222222,2017-07-06,187
Quail Fire,2017,1626,Kern,2017-07-06T12:29:00Z,2018-01-09T11:45:00Z,35.59904,-119.08312,FALSE,NA,186.96944444444443,2017-07-06,187
Winters Fire,2017,2269,Yolo,2017-07-06T12:41:00Z,2018-01-09T11:45:00Z,38.49521,-122.0251,TRUE,123,186.9611111111111,2017-07-06,187
Banderilla Fire,2017,36,Mariposa,2017-07-07T15:50:00Z,2018-01-09T11:48:00Z,37.65963,-120.34802,FALSE,NA,185.83194444444445,2017-07-07,188
Christmas Fire,2017,33,Riverside,2017-07-07T12:56:00Z,2018-01-09T11:46:00Z,33.763304,-117.314994,FALSE,NA,185.95138888888889,2017-07-07,188
Daulton Fire,2017,90,Madera,2017-07-07T10:00:00Z,2018-01-09T11:46:00Z,37.09773,-120.02027,FALSE,NA,186.07361111111112,2017-07-07,188
Hawk Fire,2017,2940,Kern,2017-07-07T09:18:00Z,2018-01-09T11:46:00Z,35.77896,-118.89627,FALSE,NA,186.1027777777778,2017-07-07,188
Wall Fire,2017,6033,Butte,2017-07-07T14:52:00Z,2018-01-09T11:47:00Z,39.45352,-121.41222,TRUE,148,185.87152777777777,2017-07-07,188
Axel Fire,2017,74,El Dorado,2017-07-08T16:38:00Z,2018-01-09T11:50:00Z,38.7803,-120.97111,TRUE,NA,184.8,2017-07-08,189
Benson Fire,2017,29,Tehama,2017-07-08T18:58:00Z,2018-01-09T11:51:00Z,40.29118,-122.42606,FALSE,NA,184.70347222222222,2017-07-08,189
Deer Complex,2017,231,Contra Costa,2017-07-08T02:20:00Z,2018-01-09T11:48:00Z,37.87808,-121.78677,FALSE,NA,185.39444444444445,2017-07-08,189
Parkfield Fire,2017,1816,Monterey,2017-07-08T18:30:00Z,2018-01-09T11:50:00Z,35.86949,-120.57894,FALSE,NA,184.72222222222223,2017-07-08,189
Whittier Fire,2017,18430,Santa Barbara,2017-07-08T13:43:00Z,2018-01-09T11:49:00Z,34.55096,-119.9494,FALSE,NA,184.92083333333332,2017-07-08,189
Garza Fire,2017,48889,Kings,2017-07-09T15:10:00Z,2018-01-09T11:51:00Z,35.93273,-120.20014,TRUE,NA,183.86180555555555,2017-07-09,190
Stone Fire,2017,340,San Luis Obispo,2017-07-09T13:49:00Z,2018-01-09T11:51:00Z,35.42433,-120.47322,TRUE,NA,183.91805555555555,2017-07-09,190
Farad Fire,2017,747,Sierra,2017-07-10T13:02:00Z,2018-01-09T11:51:00Z,39.439722,-120.027222,FALSE,NA,182.95069444444445,2017-07-10,191
Felipe Fire,2017,70,Santa Clara,2017-07-10T15:54:00Z,2018-01-09T11:52:00Z,37.25014,-121.68562,FALSE,NA,182.83194444444445,2017-07-10,191
Jennings Fire,2017,400,San Diego,2017-07-11T13:45:00Z,2018-01-09T11:52:00Z,32.84796,-116.85396,TRUE,NA,181.92152777777778,2017-07-11,192
Lariat Fire,2017,101,Santa Clara,2017-07-11T16:51:00Z,2018-01-09T11:53:00Z,37.39801,-121.8179,FALSE,NA,181.79305555555555,2017-07-11,192
Long Valley Fire,2017,83733,Lassen,2017-07-11T14:15:00Z,2018-01-09T11:52:00Z,40.07045,-120.14013,FALSE,NA,181.90069444444444,2017-07-11,192
Rebie Fire,2017,10,Butte,2017-07-12T13:55:00Z,2018-01-09T11:53:00Z,39.50475,-121.33785,TRUE,NA,180.9152777777778,2017-07-12,193
Rosado Fire,2017,13,El Dorado,2017-07-12T13:51:00Z,2018-01-09T11:53:00Z,38.67474,-121.06088,FALSE,NA,180.91805555555555,2017-07-12,193
Spaletta Fire,2017,35,Marin,2017-07-12T16:15:00Z,2018-01-09T11:54:00Z,38.08055,-122.77846,FALSE,NA,180.81875,2017-07-12,193
Dode Fire,2017,410,Modoc,2017-07-13T15:23:00Z,2018-01-09T11:54:00Z,41.72163,-121.30451,FALSE,NA,179.85486111111112,2017-07-13,194
Navajo Fire,2017,10,Riverside,2017-07-13T14:14:00Z,2018-01-09T11:54:00Z,33.77896,-117.24091,FALSE,NA,179.90277777777777,2017-07-13,194
Detwiler Fire,2017,81826,Mariposa,2017-07-16T15:56:00Z,2018-01-09T11:57:00Z,37.61757,-120.21321,TRUE,NA,176.83402777777778,2017-07-16,197
Reservation Fire,2017,40,Monterey,2017-07-16T11:17:00Z,2018-01-09T11:56:00Z,36.66684,-121.74826,FALSE,NA,177.02708333333334,2017-07-16,197
Maria Fire,2017,117,Calaveras,2017-07-17T12:55:00Z,2018-01-09T11:58:00Z,38.29113,-120.62177,TRUE,NA,175.96041666666667,2017-07-17,198
Ellis Fire,2017,72,Riverside,2017-07-18T15:34:00Z,2018-01-09T12:01:00Z,33.75526,-117.25075,FALSE,NA,174.85208333333333,2017-07-18,199
Hogback Fire,2017,58,Tulare,2017-07-18T15:50:00Z,2018-01-09T12:01:00Z,36.64404,-118.99944,FALSE,NA,174.84097222222223,2017-07-18,199
Hudson Fire,2017,1083,Kern,2017-07-18T11:45:00Z,2018-01-09T11:59:00Z,34.94373,-119.44751,FALSE,NA,175.00972222222222,2017-07-18,199
Laverne Fire,2017,180,Shasta,2017-07-18T12:39:00Z,2018-01-09T12:01:00Z,40.47106,-122.43608,TRUE,NA,174.9736111111111,2017-07-18,199
Willms Fire,2017,19,Stanislaus,2017-07-18T22:39:00Z,2018-01-09T12:01:00Z,37.81827,-120.65764,FALSE,NA,174.55694444444444,2017-07-18,199
Humboldt Fire,2017,103,Butte,2017-07-19T16:02:00Z,2018-04-12T14:52:00Z,39.76243,-121.74121,FALSE,NA,266.9513888888889,2017-07-19,200
Marble Fire,2017,319,Del Norte,2017-07-19T14:00:00Z,2018-01-09T12:01:00Z,41.478,-123.506,FALSE,NA,173.91736111111112,2017-07-19,200
Elephant Fire,2017,416,Tulare,2017-07-20T19:16:00Z,2018-01-09T12:02:00Z,36.22265,-119.06598,FALSE,NA,172.69861111111112,2017-07-20,201
Zenon Fire,2017,47,San Luis Obispo,2017-07-20T14:43:00Z,2018-01-09T12:03:00Z,35.06472,-120.5634,FALSE,NA,172.88888888888889,2017-07-20,201
Grizzly Fire,2017,10,Nevada,2017-07-21T16:50:00Z,2018-01-09T12:03:00Z,39.36902,-120.97586,FALSE,NA,171.80069444444445,2017-07-21,202
Dollar Fire,2017,85,San Bernardino,2017-07-22T13:35:00Z,2018-01-09T12:03:00Z,34.20152,-117.14466,FALSE,NA,170.9361111111111,2017-07-22,203
Lost Fire,2017,255,San Diego,2017-07-22T15:00:00Z,2018-04-12T14:52:00Z,33.34659,-116.66107,FALSE,NA,263.99444444444447,2017-07-22,203
Seine Fire,2017,20,San Bernardino,2017-07-22T15:49:00Z,2018-01-09T12:03:00Z,34.139,-117.199,FALSE,NA,170.84305555555557,2017-07-22,203
Castro Fire,2017,78,Santa Clara,2017-07-23T16:07:00Z,2018-01-09T12:04:00Z,36.96607,-121.55552,FALSE,NA,169.83125,2017-07-23,204
High Fire,2017,170,San Bernardino,2017-07-23T15:53:00Z,2018-01-09T12:04:00Z,34.41204,-117.03031,TRUE,NA,169.84097222222223,2017-07-23,204
Warner Mountain Lightning,2017,0,Modoc,2017-07-23T00:00:00Z,2018-01-09T12:04:00Z,41.338,-120.304,FALSE,NA,170.50277777777777,2017-07-23,204
Modoc July Complex,2017,83120,Modoc,2017-07-24T12:00:00Z,2018-01-09T12:05:00Z,0,0,FALSE,NA,169.00347222222223,2017-07-24,205
Spenceville Fire,2017,39,Yuba,2017-07-24T14:56:00Z,2018-01-09T12:05:00Z,39.06522,-121.3519,TRUE,NA,168.88125,2017-07-24,205
Clear Complex (merged into Eclipse Complex),2017,0,Siskiyou,2017-07-25T12:45:00Z,2018-01-09T12:05:00Z,41.702,-123.508,FALSE,NA,167.97222222222223,2017-07-25,206
Woodland Fire,2017,13,El Dorado,2017-07-25T14:13:00Z,2018-01-09T12:06:00Z,38.69775,-120.73757,FALSE,NA,167.91180555555556,2017-07-25,206
Latrobe Fire,2017,1286,Sacramento,2017-07-26T14:45:00Z,2018-01-09T12:06:00Z,38.5181,-121.104,FALSE,NA,166.88958333333332,2017-07-26,207
Weller Fire,2017,51,Santa Clara,2017-07-26T23:19:00Z,2018-01-09T12:07:00Z,37.44485,-121.84108,FALSE,NA,166.53333333333333,2017-07-26,207
Greenhorn Fire,2017,15,Nevada,2017-07-27T14:49:00Z,2018-01-09T12:06:00Z,39.16826,-120.95498,FALSE,NA,165.88680555555555,2017-07-27,208
Live Fire,2017,57,Tehama,2017-07-28T13:24:00Z,2018-01-09T12:07:00Z,40.1583,-122.3209,FALSE,NA,164.9465277777778,2017-07-28,209
Placentia Fire,2017,63,Riverside,2017-07-28T18:11:00Z,2018-01-09T12:07:00Z,33.81976,-117.18552,FALSE,NA,164.74722222222223,2017-07-28,209
Jacksonville Fire,2017,690,Tuolumne,2017-07-29T13:50:00Z,2018-01-09T12:09:00Z,37.905545,-120.408135,TRUE,NA,163.9298611111111,2017-07-29,210
Minerva Fire,2017,4310,Plumas,2017-07-29T18:55:00Z,2018-01-09T12:08:00Z,39.9034,-120.9761,FALSE,NA,163.7173611111111,2017-07-29,210
Garden Fire,2017,1350,Kern,2017-07-30T16:17:00Z,2018-01-09T12:14:00Z,35.543,-118.654,FALSE,NA,162.83125,2017-07-30,211
Largo Fire,2017,236,El Dorado,2017-07-30T01:45:00Z,2018-01-09T12:14:00Z,38.538332,-121.039267,FALSE,NA,163.43680555555557,2017-07-30,211
Twist Fire,2017,124,Tuolumne,2017-07-30T16:28:00Z,2018-01-09T12:14:00Z,37.90014,-120.36005,FALSE,NA,162.82361111111112,2017-07-30,211
Independence Fire,2017,11,Sonoma,2017-07-31T23:17:00Z,2018-01-09T12:15:00Z,38.70289,-122.90217,FALSE,NA,161.5402777777778,2017-07-31,212
Mile Fire,2017,100,San Bernardino,2017-07-31T14:44:00Z,2018-01-09T12:16:00Z,34.19076,-117.26969,FALSE,NA,161.8972222222222,2017-07-31,212
Summit Complex,2017,5247,Stanislaus,2017-07-31T13:44:00Z,2018-01-09T12:15:00Z,38.329,-119.782,FALSE,NA,161.93819444444443,2017-07-31,212
