name,attribute,class,type,ban_tcg,ban_ocg
Tualatin,LIGHT,Fairy,Effect Monster,NA,NA
Tune Warrior,EARTH,Warrior,Normal Tuner Monster,NA,NA
Tuned Magician,WIND,Spellcaster,Gemini Monster,NA,NA
Tuner Capture,NA,Normal,Trap Card,NA,NA
Tuner's Barrier,NA,Normal,Trap Card,NA,NA
Tuner's High,NA,Normal,Spell Card,NA,NA
Tuner's Scheme,NA,Continuous,Trap Card,NA,NA
Tuning,NA,Normal,Spell Card,NA,NA
Tuning Gum,DARK,Fiend,Tuner Monster,NA,NA
Tuning Magician,DARK,Spellcaster,Tuner Monster,NA,NA
Tuningware,LIGHT,Machine,Effect Monster,NA,NA
Turbo Booster,EARTH,Machine,Effect Monster,NA,NA
Turbo Cannon,FIRE,Machine,Synchro Monster,NA,NA
Turbo Rocket,WIND,Machine,Tuner Monster,NA,NA
Turbo Synchron,WIND,Machine,Tuner Monster,NA,NA
Turbo Warrior,WIND,Warrior,Synchro Monster,NA,NA
Turnabout,NA,Normal,Trap Card,NA,NA
Turning of the World,NA,Quick-Play,Spell Card,NA,NA
Turret Warrior,EARTH,Warrior,Effect Monster,NA,NA
Turtle Bird,WATER,Aqua,Normal Monster,NA,NA
Turtle Oath,NA,Ritual,Spell Card,NA,NA
Turtle Raccoon,WATER,Aqua,Normal Monster,NA,NA
Turtle Tiger,WATER,Aqua,Normal Monster,NA,NA
Turu-Purun,WATER,Aqua,Normal Monster,NA,NA
Tutan Mask,NA,Counter,Trap Card,NA,NA
Twilight Cloth,NA,Normal,Trap Card,NA,NA
Twilight Eraser,NA,Normal,Trap Card,NA,NA
"Twilight Ninja Getsuga, the Shogun",DARK,Warrior,Effect Monster,NA,NA
Twilight Ninja Jogen,DARK,Warrior,Pendulum Effect Monster,NA,NA
Twilight Ninja Kagen,DARK,Warrior,Pendulum Effect Monster,NA,NA
"Twilight Ninja Nichirin, the Chunin",DARK,Warrior,Effect Monster,NA,NA
Twilight Ninja Shingetsu,DARK,Warrior,Effect Monster,NA,NA
Twilight Rose Knight,DARK,Warrior,Tuner Monster,NA,NA
Twilight Twin Dragons,NA,Normal,Spell Card,NA,NA
Twin Long Rods #2,WATER,Aqua,Normal Monster,NA,NA
Twin Long Rods 1,WATER,Aqua,Normal Monster,NA,NA
Twin Photon Lizard,LIGHT,Dragon,Fusion Monster,NA,NA
Twin Swords of Flashing Light - Tryce,NA,Equip,Spell Card,NA,NA
Twin Triangle Dragon,DARK,Dragon,Link Monster,NA,NA
Twin Twisters,NA,Quick-Play,Spell Card,NA,NA
Twin-Barrel Dragon,DARK,Machine,Effect Monster,NA,NA
Twin-Headed Behemoth,WIND,Dragon,Effect Monster,NA,NA
Twin-Headed Fire Dragon,FIRE,Pyro,Normal Monster,NA,NA
Twin-Headed Thunder Dragon,LIGHT,Thunder,Fusion Monster,NA,NA
Twin-Headed Wolf,DARK,Fiend,Effect Monster,NA,NA
Twin-Shield Defender,EARTH,Warrior,Effect Monster,NA,NA
Twin-Sword Marauder,DARK,Warrior,Effect Monster,NA,NA
Twinheaded Beast,FIRE,Beast,Effect Monster,NA,NA
Twisted Personality,NA,Yami Marik,Skill Card,NA,NA
Twister,NA,Quick-Play,Spell Card,NA,NA
Two Frogs with One Hop,NA,Equip,Spell Card,NA,NA
Two Thousand Needles,EARTH,Beast,Effect Monster,NA,NA
Two-for-One Team,LIGHT,Warrior,Effect Monster,NA,NA
Two-Headed King Rex,EARTH,Dinosaur,Normal Monster,NA,NA
Two-Man Cell Battle,NA,Continuous,Spell Card,NA,NA
Two-Mouth Darkruler,EARTH,Dinosaur,Normal Monster,NA,NA
Two-Pronged Attack,NA,Normal,Trap Card,NA,NA
Tyhone,WIND,Winged Beast,Normal Monster,NA,NA
Tyhone #2,FIRE,Dragon,Normal Monster,NA,NA
Tyler the Great Warrior,EARTH,Warrior,Effect Monster,NA,NA
Type Zero Magic Crusher,NA,Continuous,Trap Card,NA,NA
Typhoon,NA,Normal,Trap Card,NA,NA
Tyr of the Nordic Champions,LIGHT,Warrior,Effect Monster,NA,NA
Tyranno Infinity,EARTH,Dinosaur,Effect Monster,NA,NA
Tyrant Burst Dragon,LIGHT,Dragon,Fusion Monster,NA,NA
Tyrant Dino Fusion,NA,Quick-Play,Spell Card,NA,NA
Tyrant Dragon,FIRE,Dragon,Effect Monster,NA,NA
Tyrant Farm,NA,Normal,Spell Card,NA,NA
Tyrant Red Dragon Archfiend,DARK,Dragon,Synchro Monster,NA,NA
Tyrant Wing,NA,Normal,Trap Card,NA,NA
Tyrant's Tantrum,NA,Continuous,Trap Card,NA,NA
Tyrant's Temper,NA,Continuous,Trap Card,NA,NA
Tyrant's Throes,NA,Continuous,Trap Card,NA,NA
Tyrant's Tirade,NA,Continuous,Trap Card,NA,NA
Tyrant's Tummyache,NA,Continuous,Trap Card,NA,NA
"Tytannial, Princess of Camellias",WIND,Plant,Effect Monster,NA,NA
U.A. Blockbacker,EARTH,Warrior,Effect Monster,NA,NA
U.A. Dreadnought Dunker,EARTH,Warrior,Effect Monster,NA,NA
U.A. Goalkeeper,EARTH,Warrior,Effect Monster,NA,NA
U.A. Hyper Stadium,NA,Field,Spell Card,NA,NA
U.A. Libero Spiker,EARTH,Warrior,Effect Monster,NA,NA
U.A. Locker Room,NA,Quick-Play,Spell Card,NA,NA
U.A. Man of the Match,NA,Normal,Trap Card,NA,NA
U.A. Midfielder,EARTH,Warrior,Effect Monster,NA,NA
U.A. Mighty Slugger,EARTH,Warrior,Effect Monster,NA,NA
U.A. Penalty Box,NA,Continuous,Trap Card,NA,NA
U.A. Perfect Ace,EARTH,Warrior,Effect Monster,NA,NA
U.A. Player Manager,EARTH,Warrior,Effect Monster,NA,NA
U.A. Playmaker,EARTH,Warrior,Effect Monster,NA,NA
U.A. Powered Jersey,NA,Equip,Spell Card,NA,NA
U.A. Rival Rebounder,EARTH,Warrior,Effect Monster,NA,NA
U.A. Signing Deal,NA,Normal,Spell Card,NA,NA
U.A. Stadium,NA,Field,Spell Card,NA,NA
U.A. Turnover Tactics,NA,Quick-Play,Spell Card,NA,NA
UFO Turtle,FIRE,Machine,Effect Monster,NA,NA
UFOroid,LIGHT,Machine,Effect Monster,NA,NA
UFOroid Fighter,LIGHT,Machine,Fusion Monster,NA,NA
Ulevo,EARTH,Winged Beast,Effect Monster,NA,NA
Ultimate Ancient Gear Golem,EARTH,Machine,Fusion Monster,NA,NA
Ultimate Axon Kicker,LIGHT,Psychic,Fusion Monster,NA,NA
Ultimate Baseball Kid,FIRE,Warrior,Effect Monster,NA,NA
Ultimate Conductor Tyranno,LIGHT,Dinosaur,Effect Monster,NA,NA
Ultimate Crystal Magic,NA,Normal,Trap Card,NA,NA
Ultimate Earthbound Immortal,NA,Continuous,Trap Card,NA,NA
Ultimate Fire Formation - Seito,NA,Normal,Trap Card,NA,NA
Ultimate Fire Formation - Sinto,NA,Counter,Trap Card,NA,NA
Ultimate Insect LV1,WIND,Insect,Effect Monster,NA,NA
Ultimate Insect LV3,WIND,Insect,Effect Monster,NA,NA
Ultimate Insect LV5,WIND,Insect,Effect Monster,NA,NA
Ultimate Insect LV7,WIND,Insect,Effect Monster,NA,NA
Ultimate Obedient Fiend,FIRE,Fiend,Effect Monster,NA,NA
Ultimate Offering,NA,Continuous,Trap Card,Banned,Banned
Ultimate Providence,NA,Counter,Trap Card,NA,NA
Ultimate Tyranno,EARTH,Dinosaur,Effect Monster,NA,NA
Ultimaya Tzolkin,DARK,Dragon,Synchro Monster,NA,NA
Ultra Evolution Pill,NA,Normal,Spell Card,NA,NA
Ultra Polymerization,NA,Normal,Spell Card,NA,NA
Umbral Horror Ghost,DARK,Fiend,Effect Monster,NA,NA
Umbral Horror Ghoul,DARK,Fiend,Effect Monster,NA,NA
Umbral Horror Unform,DARK,Fiend,Effect Monster,NA,NA
Umbral Horror Will o' the Wisp,DARK,Fiend,Effect Monster,NA,NA
Umbral Mirage Token,DARK,Fiend,Token,NA,NA
Umbral Soul,DARK,Reptile,Effect Monster,NA,NA
Umbramirage the Elemental Lord,DARK,Fiend,Effect Monster,NA,NA
Umi,NA,Field,Spell Card,NA,NA
Umiiruka,NA,Field,Spell Card,NA,NA
Uminotaurus,WATER,Aqua,Effect Monster,NA,NA
Unacceptable Result,NA,Quick-Play,Spell Card,NA,NA
Unauthorized Bootup Device,DARK,Machine,Union Effect Monster,NA,NA
Unauthorized Reactivation,NA,Quick-Play,Spell Card,NA,NA
Unbreakable Spirit,NA,Normal,Trap Card,NA,NA
Uncamouflight,LIGHT,Spellcaster,Pendulum Normal Monster,NA,NA
Unchained Abomination,DARK,Fiend,Link Monster,NA,NA
Unchained Soul of Anguish,DARK,Fiend,Link Monster,NA,NA
Unchained Soul of Disaster,DARK,Fiend,Effect Monster,NA,NA
Unchained Soul of Rage,DARK,Fiend,Link Monster,NA,NA
Unchained Twins - Aruha,FIRE,Fiend,Effect Monster,NA,NA
Unchained Twins - Rakea,WATER,Fiend,Effect Monster,NA,NA
Unchained Twins - Sarama,DARK,Fiend,Effect Monster,NA,NA
Underclock Taker,DARK,Cyberse,Link Monster,NA,NA
Underdog,NA,Continuous,Trap Card,NA,NA
Underground Arachnid,EARTH,Insect,Synchro Monster,NA,NA
Underworld Egg Clutch,NA,Normal,Trap Card,NA,NA
Underworld Fighter Balmung,DARK,Warrior,Synchro Monster,NA,NA
Underworld Goddess of the Closed World,LIGHT,Fiend,Link Monster,NA,NA
Unending Nightmare,NA,Continuous,Trap Card,NA,NA
Unexpected Dai,NA,Normal,Spell Card,NA,NA
Unformed Void,LIGHT,Aqua,XYZ Monster,NA,NA
Uni-Horned Familiar,LIGHT,Beast,Tuner Monster,NA,NA
Uni-Song Tuning,NA,Quick-Play,Spell Card,NA,NA
Uni-Zombie,DARK,Zombie,Tuner Monster,NA,NA
Unibird,WIND,Winged Beast,Effect Monster,NA,NA
Unicorn Beacon,NA,Normal,Spell Card,NA,NA
Unicycular,EARTH,Machine,Normal Monster,NA,NA
Unification,NA,Continuous,Trap Card,NA,NA
Unification of the Cubic Lords,NA,Normal,Trap Card,NA,NA
Unified Front,NA,Normal,Trap Card,NA,NA
"Uniflora, Mystical Beast of the Forest",EARTH,Beast,Effect Monster,NA,NA
Unifrog,WATER,Aqua,Effect Monster,NA,NA
Union Attack,NA,Normal,Spell Card,NA,NA
Union Carrier,LIGHT,Machine,Link Monster,Banned,NA
Union Combination,NA,Seto Kaiba,Skill Card,NA,NA
Union Driver,LIGHT,Machine,Union Effect Monster,NA,NA
Union Hangar,NA,Field,Spell Card,NA,Semi-Limited
Union Rider,WIND,Machine,Effect Monster,NA,NA
Union Scramble,NA,Normal,Trap Card,NA,NA
United Front,NA,Counter,Trap Card,NA,NA
United Resistance,WIND,Thunder,Normal Monster,NA,NA
United We Stand,NA,Equip,Spell Card,NA,NA
Unity,NA,Quick-Play,Spell Card,NA,NA
Universal Adapter,NA,Normal,Trap Card,NA,NA
Unknown Synchron,DARK,Machine,Tuner Monster,NA,NA
Unknown Warrior of Fiend,DARK,Warrior,Normal Monster,NA,NA
Unleash Your Power!,NA,Quick-Play,Spell Card,NA,NA
Unmasked Dragon,FIRE,Wyrm,Effect Monster,NA,NA
Unpossessed,NA,Continuous,Trap Card,NA,NA
Unshaven Angler,WATER,Fish,Effect Monster,NA,NA
Unstable Evolution,NA,Equip,Spell Card,NA,NA
Until Noble Arms are Needed Once Again,NA,Normal,Trap Card,NA,NA
Unwavering Bond,NA,Counter,Trap Card,NA,NA
Update Jammer,WIND,Cyberse,Link Monster,NA,NA
Updraft,NA,Normal,Trap Card,NA,NA
Upstart Goblin,NA,Normal,Spell Card,Limited,NA
Upstart Golden Ninja,LIGHT,Warrior,Effect Monster,NA,NA
Uraby,EARTH,Dinosaur,Normal Monster,NA,NA
Urgent Ritual Art,NA,Normal,Trap Card,NA,NA
Urgent Schedule,NA,Quick-Play,Spell Card,NA,NA
Urgent Synthesis,NA,Normal,Spell Card,NA,NA
Urgent Tuning,NA,Normal,Trap Card,NA,NA
"Uria, Lord of Searing Flames",FIRE,Pyro,Effect Monster,NA,NA
Ursarctic Big Dipper,NA,Field,Spell Card,NA,NA
Ursarctic Departure,NA,Normal,Spell Card,NA,NA
Ursarctic Grand Chariot,WATER,Beast-Warrior,Synchro Monster,NA,NA
Ursarctic Megabilis,WATER,Beast-Warrior,Tuner Monster,NA,NA
Ursarctic Megapola,WATER,Beast-Warrior,Tuner Monster,NA,NA
Ursarctic Megatanus,WATER,Beast-Warrior,Tuner Monster,NA,NA
Ursarctic Micbilis,WATER,Beast,Effect Monster,NA,NA
Ursarctic Micpola,WATER,Beast,Effect Monster,NA,NA
Ursarctic Mictanus,WATER,Beast,Effect Monster,NA,NA
Ursarctic Polari,WATER,Beast,Synchro Monster,NA,NA
Ursarctic Quint Charge,NA,Continuous,Trap Card,NA,NA
Ursarctic Septentrion,WATER,Beast-Warrior,Synchro Monster,NA,NA
Ursarctic Slider,NA,Quick-Play,Spell Card,NA,NA
Ushi Oni,DARK,Fiend,Normal Monster,NA,NA
Utchatzimime Token,DARK,Fiend,Token,NA,NA
"Utgarda, Generaider Boss of Delusion",LIGHT,Rock,Effect Monster,NA,NA
Utopia Buster,NA,Normal,Spell Card,NA,NA
Utopian Aura,NA,Normal,Trap Card,NA,NA
Utopic Onomatopoeia,LIGHT,Warrior,Effect Monster,NA,NA
V Salamander,FIRE,Spellcaster,Effect Monster,NA,NA
V-LAN Hydra,LIGHT,Cyberse,Link Monster,NA,NA
V-LAN Token,LIGHT,Cyberse,Token,NA,NA
V-Tiger Jet,LIGHT,Machine,Normal Monster,NA,NA
Vague Shadow Token,DARK,Winged Beast,Token,NA,NA
"Vahram, the Magistus Divinity Dragon",FIRE,Dragon,Synchro Monster,NA,NA
Vain Betrayer,NA,Continuous,Trap Card,NA,NA
"Valerifawn, Mystical Beast of the Forest",EARTH,Beast,Tuner Monster,NA,NA
"Valhalla, Hall of the Fallen",NA,Continuous,Spell Card,NA,NA
Valiant Shark Lancer,WATER,Beast-Warrior,XYZ Monster,NA,NA
Valkyrian Knight,FIRE,Warrior,Effect Monster,NA,NA
Valkyrie Brunhilde,LIGHT,Fairy,Effect Monster,NA,NA
Valkyrie Chariot,WIND,Fairy,Union Effect Monster,NA,NA
Valkyrie Dritte,LIGHT,Fairy,Effect Monster,NA,NA
Valkyrie Erda,LIGHT,Fairy,Effect Monster,NA,NA
Valkyrie Erste,LIGHT,Fairy,Effect Monster,NA,NA
Valkyrie Funfte,LIGHT,Fairy,Effect Monster,NA,NA
Valkyrie of the Nordic Ascendant,LIGHT,Fairy,Tuner Monster,NA,NA
Valkyrie Sechste,LIGHT,Fairy,Effect Monster,NA,NA
Valkyrie Sigrun,LIGHT,Fairy,Effect Monster,NA,NA
Valkyrie Vierte,LIGHT,Fairy,Effect Monster,NA,NA
Valkyrie Zweite,LIGHT,Fairy,Effect Monster,NA,NA
Valkyrie's Embrace,NA,Normal,Spell Card,NA,NA
Valkyrion the Magna Warrior,EARTH,Rock,Effect Monster,NA,NA
Vampire Awakening,NA,Normal,Trap Card,NA,NA
Vampire Baby,DARK,Zombie,Effect Monster,NA,NA
Vampire Domination,NA,Counter,Trap Card,NA,NA
Vampire Dragon,DARK,Zombie,Effect Monster,NA,NA
Vampire Duke,DARK,Zombie,Effect Monster,NA,NA
Vampire Familiar,DARK,Zombie,Effect Monster,NA,NA
Vampire Fraulein,DARK,Zombie,Effect Monster,NA,NA
Vampire Genesis,DARK,Zombie,Effect Monster,NA,NA
Vampire Grace,DARK,Zombie,Effect Monster,NA,NA
Vampire Grimson,DARK,Zombie,Effect Monster,NA,NA
Vampire Hunter,DARK,Warrior,Effect Monster,NA,NA
Vampire Kingdom,NA,Field,Spell Card,NA,NA
Vampire Lady,DARK,Zombie,Effect Monster,NA,NA
Vampire Lord,DARK,Zombie,Effect Monster,NA,NA
Vampire Red Baron,DARK,Zombie,Effect Monster,NA,NA
Vampire Retainer,DARK,Zombie,Effect Monster,NA,NA
Vampire Scarlet Scourge,DARK,Zombie,Effect Monster,NA,NA
Vampire Sorcerer,DARK,Zombie,Effect Monster,NA,NA
Vampire Sucker,DARK,Zombie,Link Monster,NA,NA
Vampire Takeover,NA,Normal,Trap Card,NA,NA
Vampire Vamp,DARK,Zombie,Effect Monster,NA,NA
Vampire's Curse,DARK,Zombie,Effect Monster,NA,NA
Vampire's Desire,NA,Normal,Spell Card,NA,NA
Vampire's Domain,NA,Continuous,Spell Card,NA,NA
Vampiric Koala,EARTH,Beast,Effect Monster,NA,NA
Vampiric Orchis,EARTH,Plant,Effect Monster,NA,NA
Van'Dalgyon the Dark Dragon Lord,DARK,Dragon,Effect Monster,NA,NA
Vanadis of the Nordic Ascendant,DARK,Fairy,Tuner Monster,NA,NA
Vanguard of the Dragon,EARTH,Dragon,Effect Monster,NA,NA
Vanity's Call,NA,Counter,Trap Card,NA,NA
Vanity's Emptiness,NA,Continuous,Trap Card,Banned,Limited
Vanity's Fiend,DARK,Fiend,Effect Monster,NA,NA
Vanity's Ruler,LIGHT,Fairy,Effect Monster,NA,NA
Vanquishing Light,NA,Counter,Trap Card,NA,NA
Variable Form,NA,Continuous,Trap Card,NA,NA
Variety Comes Out,NA,Normal,Spell Card,NA,NA
Vassal Token,LIGHT,Thunder,Token,NA,NA
"Vector Pendulum, the Dracoverlord",DARK,Dragon,Pendulum Normal Monster,NA,NA
Vector Scare Archfiend,DARK,Cyberse,Link Monster,NA,NA
Vehicroid Connection Zone,NA,Normal,Spell Card,NA,NA
Veil of Darkness,NA,Continuous,Spell Card,NA,NA
Vendread Anima,DARK,Zombie,Effect Monster,NA,NA
Vendread Battlelord,DARK,Zombie,Ritual Effect Monster,NA,NA
Vendread Charge,NA,Quick-Play,Spell Card,NA,NA
Vendread Chimera,DARK,Zombie,Ritual Effect Monster,NA,NA
Vendread Core,DARK,Zombie,Effect Monster,NA,NA
Vendread Daybreak,NA,Normal,Trap Card,NA,NA
Vendread Houndhorde,DARK,Zombie,Effect Monster,NA,NA
Vendread Nightmare,NA,Continuous,Spell Card,NA,NA
Vendread Nights,NA,Field,Spell Card,NA,NA
Vendread Reorigin,NA,Normal,Trap Card,NA,NA
Vendread Reunion,NA,Normal,Trap Card,NA,NA
Vendread Revenants,DARK,Zombie,Effect Monster,NA,NA
Vendread Revolution,NA,Normal,Trap Card,NA,NA
Vendread Striges,DARK,Zombie,Effect Monster,NA,NA
Vengeful Bog Spirit,NA,Continuous,Spell Card,NA,NA
Vengeful Servant,NA,Equip,Spell Card,NA,NA
Vengeful Shinobi,DARK,Warrior,Effect Monster,NA,NA
Vennominaga the Deity of Poisonous Snakes,DARK,Reptile,Effect Monster,NA,NA
Vennominon the King of Poisonous Snakes,DARK,Reptile,Effect Monster,NA,NA
"Vennu, Bright Bird of Divinity",LIGHT,Fairy,Ritual Effect Monster,NA,NA
Venom Boa,EARTH,Reptile,Effect Monster,NA,NA
Venom Burn,NA,Normal,Trap Card,NA,NA
Venom Cobra,EARTH,Reptile,Normal Monster,NA,NA
Venom Serpent,DARK,Reptile,Effect Monster,NA,NA
Venom Shot,NA,Normal,Spell Card,NA,NA
Venom Snake,EARTH,Reptile,Effect Monster,NA,NA
Venom Swamp,NA,Field,Spell Card,NA,NA
"Ventdra, the Empowered Warrior",WIND,Warrior,Effect Monster,NA,NA
Verdant Sanctuary,NA,Continuous,Spell Card,NA,NA
Vermillion Dragon Mech,FIRE,Machine,Synchro Monster,NA,NA
Vermillion Sparrow,FIRE,Pyro,Fusion Monster,NA,NA
Versago the Destroyer,DARK,Fiend,Effect Monster,NA,NA
Vertical Landing,NA,Quick-Play,Spell Card,NA,NA
Vessel for the Dragon Cycle,NA,Normal,Spell Card,NA,NA
Vic Viper T301,LIGHT,Machine,Effect Monster,NA,NA
Vice Berserker,DARK,Fiend,Effect Monster,NA,NA
Vice Dragon,DARK,Dragon,Effect Monster,NA,NA
Vicious Claw,NA,Equip,Spell Card,NA,NA
Victoria,LIGHT,Fairy,Effect Monster,NA,NA
Victory Dragon,DARK,Dragon,Effect Monster,Banned,Banned
Victory Viper XX03,LIGHT,Machine,Effect Monster,NA,NA
Vijam the Cubic Seed,DARK,Fiend,Effect Monster,NA,NA
Vile Germs,NA,Equip,Spell Card,NA,NA
Vilepawn Archfiend,EARTH,Fiend,Effect Monster,NA,NA
Vindikite R-Genex,WIND,Machine,Synchro Monster,NA,NA
Violent Rain,WATER,Aqua,Normal Monster,NA,NA
Violet Crystal,NA,Equip,Spell Card,NA,NA
Violet Witch,DARK,Spellcaster,Effect Monster,NA,NA
Viper's Rebirth,NA,Normal,Spell Card,NA,NA
Viral Infection,NA,Kaiba,Skill Card,NA,NA
"Virgil, Rock Star of the Burning Abyss",LIGHT,Spellcaster,Synchro Monster,NA,NA
Virtual World Beast - Jiujiu,WIND,Psychic,Synchro Monster,NA,NA
Virtual World City - Kauwloon,NA,Normal,Spell Card,NA,NA
Virtual World Dragon - Longlong,EARTH,Wyrm,XYZ Monster,NA,NA
Virtual World Gate - Chuche,NA,Continuous,Trap Card,NA,NA
Virtual World Gate - Qinglong,NA,Continuous,Spell Card,NA,NA
Virtual World Gate - Xuanwu,NA,Continuous,Trap Card,NA,NA
Virtual World Hime - Nyannyan,WIND,Psychic,Effect Monster,NA,NA
Virtual World Kirin - Lili,EARTH,Wyrm,Effect Monster,NA,NA
Virtual World Kyubi - Shenshen,WIND,Psychic,Synchro Monster,NA,NA
Virtual World Mai-Hime - Lulu,WIND,Psychic,Tuner Monster,NA,NA
Virtual World Oto-Hime - Toutou,EARTH,Wyrm,Effect Monster,NA,NA
Virtual World Phoenix - Fanfan,EARTH,Wyrm,XYZ Monster,NA,NA
Virtual World Roshi - Laolao,WIND,Psychic,Tuner Monster,NA,NA
Virtual World Shell - Jaja,EARTH,Wyrm,XYZ Monster,NA,NA
Virtual World Xiezhi - Jiji,EARTH,Wyrm,Effect Monster,NA,NA
Virus Cannon,NA,Normal,Trap Card,NA,NA
Viser Des,DARK,Fiend,Effect Monster,NA,NA
Vishwar Randi,DARK,Warrior,Normal Monster,NA,NA
Vision Fusion,NA,Normal,Spell Card,NA,NA
Vision HERO Adoration,DARK,Warrior,Fusion Monster,NA,NA
Vision HERO Faris,DARK,Warrior,Effect Monster,NA,NA
Vision HERO Gravito,DARK,Warrior,Effect Monster,NA,NA
Vision HERO Increase,DARK,Warrior,Effect Monster,NA,NA
Vision HERO Minimum Ray,DARK,Warrior,Effect Monster,NA,NA
Vision HERO Multiply Guy,DARK,Warrior,Effect Monster,NA,NA
Vision HERO Poisoner,DARK,Warrior,Effect Monster,NA,NA
Vision HERO Trinity,DARK,Warrior,Fusion Monster,NA,NA
Vision HERO Vyon,DARK,Warrior,Effect Monster,NA,NA
Vision HERO Witch Raider,DARK,Warrior,Effect Monster,NA,NA
Vision Release,NA,Normal,Spell Card,NA,NA
Vivid Knight,LIGHT,Beast-Warrior,Effect Monster,NA,NA
Void Apocalypse,NA,Continuous,Spell Card,NA,NA
Void Cauldron,NA,Continuous,Trap Card,NA,NA
Void Expansion,NA,Field,Spell Card,NA,NA
Void Feast,NA,Normal,Trap Card,NA,NA
Void Imagination,NA,Continuous,Spell Card,NA,NA
Void Launch,NA,Continuous,Trap Card,NA,NA
Void Ogre Dragon,DARK,Dragon,Synchro Monster,NA,NA
Void Purification,NA,Continuous,Trap Card,NA,NA
Void Seer,NA,Quick-Play,Spell Card,NA,NA
Void Trap Hole,NA,Normal,Trap Card,NA,NA
Void Vanishment,NA,Continuous,Spell Card,NA,NA
Vola-Chemicritter Methydraco,FIRE,Beast-Warrior,XYZ Monster,NA,NA
Volcanic Blaster,FIRE,Pyro,Effect Monster,NA,NA
Volcanic Counter,FIRE,Pyro,Effect Monster,NA,NA
Volcanic Doomfire,FIRE,Pyro,Effect Monster,NA,NA
Volcanic Eruption,NA,Normal,Trap Card,NA,NA
Volcanic Hammerer,FIRE,Pyro,Effect Monster,NA,NA
Volcanic Queen,FIRE,Pyro,Effect Monster,NA,NA
Volcanic Rat,FIRE,Pyro,Normal Monster,NA,NA
Volcanic Recharge,NA,Normal,Trap Card,NA,NA
Volcanic Rocket,FIRE,Pyro,Effect Monster,NA,NA
Volcanic Scattershot,FIRE,Pyro,Effect Monster,NA,NA
Volcanic Shell,FIRE,Pyro,Effect Monster,NA,NA
Volcanic Slicer,FIRE,Pyro,Effect Monster,NA,NA
Volnigesh the Black Lava Dragoon,DARK,Dragon,XYZ Monster,NA,NA
Voltanis the Adjudicator,LIGHT,Fairy,Effect Monster,NA,NA
Voltester,DARK,Thunder,Effect Monster,NA,NA
Voltic Bicorn,LIGHT,Beast,Synchro Monster,NA,NA
Voltic Kong,LIGHT,Beast,Effect Monster,NA,NA
Vorse Raider,DARK,Beast-Warrior,Normal Monster,NA,NA
Vortex the Whirlwind,WIND,Winged Beast,Synchro Monster,NA,NA
Vortex Trooper,WIND,Aqua,Effect Monster,NA,NA
Vorticular Drumgon,DARK,Dragon,Link Monster,NA,NA
Vulcan Dragni the Cubic King,FIRE,Fairy,Effect Monster,NA,NA
Vulcan the Divine,FIRE,Beast-Warrior,Synchro Monster,NA,NA
VW-Tiger Catapult,LIGHT,Machine,Fusion Monster,NA,NA
VWXYZ-Dragon Catapult Cannon,LIGHT,Machine,Fusion Monster,NA,NA
Vylon Alpha,LIGHT,Machine,Synchro Monster,NA,NA
Vylon Charger,LIGHT,Fairy,Effect Monster,NA,NA
Vylon Component,NA,Equip,Spell Card,NA,NA
Vylon Cube,LIGHT,Machine,Tuner Monster,NA,NA
Vylon Delta,LIGHT,Fairy,Synchro Monster,NA,NA
Vylon Disigma,LIGHT,Fairy,XYZ Monster,NA,NA
Vylon Element,NA,Continuous,Spell Card,NA,NA
Vylon Epsilon,LIGHT,Fairy,Synchro Monster,NA,NA
Vylon Filament,NA,Equip,Spell Card,NA,NA
Vylon Hept,LIGHT,Fairy,Effect Monster,NA,NA
Vylon Material,NA,Equip,Spell Card,NA,NA
Vylon Matter,NA,Normal,Spell Card,NA,NA
Vylon Ohm,LIGHT,Fairy,Effect Monster,NA,NA
Vylon Omega,LIGHT,Fairy,Synchro Monster,NA,NA
Vylon Pentachloro,LIGHT,Machine,Union Effect Monster,NA,NA
Vylon Polytope,NA,Quick-Play,Spell Card,NA,NA
Vylon Prism,LIGHT,Thunder,Tuner Monster,NA,NA
Vylon Segment,NA,Equip,Spell Card,NA,NA
Vylon Sigma,LIGHT,Fairy,Synchro Monster,NA,NA
Vylon Soldier,LIGHT,Fairy,Effect Monster,NA,NA
Vylon Sphere,LIGHT,Machine,Tuner Monster,NA,NA
Vylon Stella,LIGHT,Fairy,Tuner Monster,NA,NA
Vylon Stigma,LIGHT,Fairy,Effect Monster,NA,NA
Vylon Tesseract,LIGHT,Machine,Union Effect Monster,NA,NA
Vylon Tetra,LIGHT,Machine,Tuner Monster,NA,NA
Vylon Vanguard,LIGHT,Fairy,Effect Monster,NA,NA
W Nebula Meteorite,NA,Normal,Trap Card,NA,NA
W-Wing Catapult,LIGHT,Machine,Union Effect Monster,NA,NA
Waboku,NA,Normal,Trap Card,NA,NA
Wailing of the Unchained Souls,NA,Continuous,Spell Card,NA,NA
Waking the Dragon,NA,Normal,Trap Card,NA,NA
Wall of Disruption,NA,Normal,Trap Card,NA,NA
Wall of Illusion,DARK,Fiend,Effect Monster,NA,NA
Wall of Ivy,EARTH,Plant,Flip Effect Monster,NA,NA
Wall of Revealing Light,NA,Continuous,Trap Card,Limited,NA
Wall of Thorns,NA,Normal,Trap Card,NA,NA
Wall Shadow,DARK,Warrior,Effect Monster,NA,NA
Waltz Token,LIGHT,Warrior,Token,NA,NA
