name,attribute,class,type,ban_tcg,ban_ocg
Trickstar Nightshade,LIGHT,Fairy,Effect Monster,NA,NA
Trickstar Reincarnation,SPELL/TRAP,Normal,Normal Trap,NA,Limited
Trickstar Rhodode,LIGHT,Fairy,Effect Monster,NA,NA
Tricky Spell 4,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Tricky Token,WIND,Spellcaster,Token,NA,NA
Tricular,EARTH,Machine,Effect Monster,NA,NA
Trident Dragion,FIRE,Dragon,Synchro Monster,NA,NA
Trident Warrior,LIGHT,Warrior,Effect Monster,NA,NA
Trifortressops,DARK,Machine,Effect Monster,NA,NA
Triggered Summon,SPELL/TRAP,Normal,Normal Trap,NA,NA
Triggering Wurm,DARK,Dragon,Effect Monster,NA,NA
Trigon,FIRE,Dragon,Union Effect Monster,NA,NA
Triple Burst Dragon,DARK,Dragon,Link Monster,NA,NA
Triple Star Trion,LIGHT,Warrior,Effect Monster,NA,NA
Triple Tactics Talent,SPELL/TRAP,Normal,Normal Spell,NA,NA
Tripod Fish,WATER,Fish,Effect Monster,NA,NA
Tripwire Beast,EARTH,Thunder,Normal Monster,NA,NA
"Trishula, Dragon of the Ice Barrier",WATER,Dragon,Synchro Monster,Limited,Limited
"Trishula, the Dragon of Icy Imprisonment",WATER,Dragon,Fusion Monster,NA,NA
"Trishula, Zero Dragon of the Ice Barrier",WATER,Dragon,Synchro Monster,NA,NA
Trismagistus,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
"Tristan, Knight of the Underworld",DARK,Zombie,Effect Monster,NA,NA
Trojan Blast,SPELL/TRAP,Normal,Normal Trap,NA,NA
Trojan Gladiator Beast,SPELL/TRAP,Normal,Normal Trap,NA,NA
Troop Dragon,WIND,Dragon,Effect Monster,NA,NA
Troposphere,WIND,Winged Beast,Effect Monster,NA,NA
Truckroid,EARTH,Machine,Effect Monster,NA,NA
True Draco Apocalypse,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
True Draco Heritage,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
True Exodia,DARK,Spellcaster,Effect Monster,NA,NA
"True King Agnimazud, the Vanisher",FIRE,Wyrm,Effect Monster,NA,NA
"True King Bahrastos, the Fathomer",WATER,Wyrm,Effect Monster,NA,NA
"True King Lithosagym, the Disaster",EARTH,Wyrm,Effect Monster,Limited,NA
True King of All Calamities,DARK,Wyrm,XYZ Monster,Banned,Banned
True King's Return,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Trust Guardian,LIGHT,Fairy,Tuner Monster,NA,NA
"Tsuchigumo, the Poisonous Mayakashi",EARTH,Zombie,Synchro Monster,NA,NA
"Tsukahagi, the Poisonous Mayakashi",EARTH,Zombie,Tuner Monster,NA,NA
Tsukumo Slash,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Tsukuyomi,DARK,Spellcaster,Spirit Monster,NA,NA
Tualatin,LIGHT,Fairy,Effect Monster,NA,NA
Tune Warrior,EARTH,Warrior,Normal Tuner Monster,NA,NA
Tuned Magician,WIND,Spellcaster,Gemini Monster,NA,NA
Tuner Capture,SPELL/TRAP,Normal,Normal Trap,NA,NA
Tuner's Barrier,SPELL/TRAP,Normal,Normal Trap,NA,NA
Tuner's High,SPELL/TRAP,Normal,Normal Spell,NA,NA
Tuner's Scheme,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Tuning,SPELL/TRAP,Normal,Normal Spell,NA,NA
Tuning Gum,DARK,Fiend,Tuner Monster,NA,NA
Tuning Magician,DARK,Spellcaster,Tuner Monster,NA,NA
Tuningware,LIGHT,Machine,Effect Monster,NA,NA
Turbo Booster,EARTH,Machine,Effect Monster,NA,NA
Turbo Cannon,FIRE,Machine,Synchro Monster,NA,NA
Turbo Rocket,WIND,Machine,Tuner Monster,NA,NA
Turbo Synchron,WIND,Machine,Tuner Monster,NA,NA
Turbo Warrior,WIND,Warrior,Synchro Monster,NA,NA
Turnabout,SPELL/TRAP,Normal,Normal Trap,NA,NA
Turning of the World,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Turret Warrior,EARTH,Warrior,Effect Monster,NA,NA
Turtle Bird,WATER,Aqua,Normal Monster,NA,NA
Turtle Oath,SPELL/TRAP,Ritual,Ritual Spell,NA,NA
Turtle Raccoon,WATER,Aqua,Normal Monster,NA,NA
Turtle Tiger,WATER,Aqua,Normal Monster,NA,NA
Turu-Purun,WATER,Aqua,Normal Monster,NA,NA
Tutan Mask,SPELL/TRAP,Counter,Counter Trap,NA,NA
Twilight Cloth,SPELL/TRAP,Normal,Normal Trap,NA,NA
Twilight Eraser,SPELL/TRAP,Normal,Normal Trap,NA,NA
"Twilight Ninja Getsuga, the Shogun",DARK,Warrior,Effect Monster,NA,NA
Twilight Ninja Jogen,DARK,Warrior,Pendulum Effect Monster,NA,NA
Twilight Ninja Kagen,DARK,Warrior,Pendulum Effect Monster,NA,NA
"Twilight Ninja Nichirin, the Chunin",DARK,Warrior,Effect Monster,NA,NA
Twilight Ninja Shingetsu,DARK,Warrior,Effect Monster,NA,NA
Twilight Rose Knight,DARK,Warrior,Tuner Monster,NA,NA
Twilight Twin Dragons,SPELL/TRAP,Normal,Normal Spell,NA,NA
Twin Long Rods #2,WATER,Aqua,Normal Monster,NA,NA
Twin Long Rods 1,WATER,Aqua,Normal Monster,NA,NA
Twin Photon Lizard,LIGHT,Dragon,Fusion Monster,NA,NA
Twin Swords of Flashing Light - Tryce,SPELL/TRAP,Equip,Equip Spell,NA,NA
Twin Triangle Dragon,DARK,Dragon,Link Monster,NA,NA
Twin Twisters,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Twin-Barrel Dragon,DARK,Machine,Effect Monster,NA,NA
Twin-Headed Behemoth,WIND,Dragon,Effect Monster,NA,NA
Twin-Headed Fire Dragon,FIRE,Pyro,Normal Monster,NA,NA
Twin-Headed Thunder Dragon,LIGHT,Thunder,Fusion Monster,NA,NA
Twin-Headed Wolf,DARK,Fiend,Effect Monster,NA,NA
Twin-Shield Defender,EARTH,Warrior,Effect Monster,NA,NA
Twin-Sword Marauder,DARK,Warrior,Effect Monster,NA,NA
Twinheaded Beast,FIRE,Beast,Effect Monster,NA,NA
Twisted Personality,SPELL/TRAP,Yami Marik,Skill Card,NA,NA
Twister,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Two Frogs with One Hop,SPELL/TRAP,Equip,Equip Spell,NA,NA
Two Thousand Needles,EARTH,Beast,Effect Monster,NA,NA
Two-for-One Team,LIGHT,Warrior,Effect Monster,NA,NA
Two-Headed King Rex,EARTH,Dinosaur,Normal Monster,NA,NA
Two-Man Cell Battle,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Two-Mouth Darkruler,EARTH,Dinosaur,Normal Monster,NA,NA
Two-Pronged Attack,SPELL/TRAP,Normal,Normal Trap,NA,NA
Tyhone,WIND,Winged Beast,Normal Monster,NA,NA
Tyhone #2,FIRE,Dragon,Normal Monster,NA,NA
Tyler the Great Warrior,EARTH,Warrior,Effect Monster,NA,NA
Type Zero Magic Crusher,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Typhoon,SPELL/TRAP,Normal,Normal Trap,NA,NA
Tyr of the Nordic Champions,LIGHT,Warrior,Effect Monster,NA,NA
Tyranno Infinity,EARTH,Dinosaur,Effect Monster,NA,NA
Tyrant Burst Dragon,LIGHT,Dragon,Fusion Monster,NA,NA
Tyrant Dino Fusion,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Tyrant Dragon,FIRE,Dragon,Effect Monster,NA,NA
Tyrant Farm,SPELL/TRAP,Normal,Normal Spell,NA,NA
Tyrant Red Dragon Archfiend,DARK,Dragon,Synchro Monster,NA,NA
Tyrant Wing,SPELL/TRAP,Normal,Normal Trap,NA,NA
Tyrant's Tantrum,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Tyrant's Temper,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Tyrant's Throes,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Tyrant's Tirade,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Tyrant's Tummyache,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
"Tytannial, Princess of Camellias",WIND,Plant,Effect Monster,NA,NA
U.A. Blockbacker,EARTH,Warrior,Effect Monster,NA,NA
U.A. Dreadnought Dunker,EARTH,Warrior,Effect Monster,NA,NA
U.A. Goalkeeper,EARTH,Warrior,Effect Monster,NA,NA
U.A. Hyper Stadium,SPELL/TRAP,Field,Field Spell,NA,NA
U.A. Libero Spiker,EARTH,Warrior,Effect Monster,NA,NA
U.A. Locker Room,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
U.A. Man of the Match,SPELL/TRAP,Normal,Normal Trap,NA,NA
U.A. Midfielder,EARTH,Warrior,Effect Monster,NA,NA
U.A. Mighty Slugger,EARTH,Warrior,Effect Monster,NA,NA
U.A. Penalty Box,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
U.A. Perfect Ace,EARTH,Warrior,Effect Monster,NA,NA
U.A. Player Manager,EARTH,Warrior,Effect Monster,NA,NA
U.A. Playmaker,EARTH,Warrior,Effect Monster,NA,NA
U.A. Powered Jersey,SPELL/TRAP,Equip,Equip Spell,NA,NA
U.A. Rival Rebounder,EARTH,Warrior,Effect Monster,NA,NA
U.A. Signing Deal,SPELL/TRAP,Normal,Normal Spell,NA,NA
U.A. Stadium,SPELL/TRAP,Field,Field Spell,NA,NA
U.A. Turnover Tactics,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
UFO Turtle,FIRE,Machine,Effect Monster,NA,NA
UFOroid,LIGHT,Machine,Effect Monster,NA,NA
UFOroid Fighter,LIGHT,Machine,Fusion Monster,NA,NA
Ulevo,EARTH,Winged Beast,Effect Monster,NA,NA
Ultimate Ancient Gear Golem,EARTH,Machine,Fusion Monster,NA,NA
Ultimate Axon Kicker,LIGHT,Psychic,Fusion Monster,NA,NA
Ultimate Baseball Kid,FIRE,Warrior,Effect Monster,NA,NA
Ultimate Conductor Tyranno,LIGHT,Dinosaur,Effect Monster,NA,NA
Ultimate Crystal Magic,SPELL/TRAP,Normal,Normal Trap,NA,NA
Ultimate Earthbound Immortal,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Ultimate Fire Formation - Seito,SPELL/TRAP,Normal,Normal Trap,NA,NA
Ultimate Fire Formation - Sinto,SPELL/TRAP,Counter,Counter Trap,NA,NA
Ultimate Insect LV1,WIND,Insect,Effect Monster,NA,NA
Ultimate Insect LV3,WIND,Insect,Effect Monster,NA,NA
Ultimate Insect LV5,WIND,Insect,Effect Monster,NA,NA
Ultimate Insect LV7,WIND,Insect,Effect Monster,NA,NA
Ultimate Obedient Fiend,FIRE,Fiend,Effect Monster,NA,NA
Ultimate Offering,SPELL/TRAP,Continuous,Continuous Trap,Banned,Banned
Ultimate Providence,SPELL/TRAP,Counter,Counter Trap,NA,NA
Ultimate Tyranno,EARTH,Dinosaur,Effect Monster,NA,NA
Ultimaya Tzolkin,DARK,Dragon,Synchro Monster,NA,NA
Ultra Evolution Pill,SPELL/TRAP,Normal,Normal Spell,NA,NA
Ultra Polymerization,SPELL/TRAP,Normal,Normal Spell,NA,NA
Umbral Horror Ghost,DARK,Fiend,Effect Monster,NA,NA
Umbral Horror Ghoul,DARK,Fiend,Effect Monster,NA,NA
Umbral Horror Unform,DARK,Fiend,Effect Monster,NA,NA
Umbral Horror Will o' the Wisp,DARK,Fiend,Effect Monster,NA,NA
Umbral Mirage Token,DARK,Fiend,Token,NA,NA
Umbral Soul,DARK,Reptile,Effect Monster,NA,NA
Umbramirage the Elemental Lord,DARK,Fiend,Effect Monster,NA,NA
Umi,SPELL/TRAP,Field,Field Spell,NA,NA
Umiiruka,SPELL/TRAP,Field,Field Spell,NA,NA
Uminotaurus,WATER,Aqua,Effect Monster,NA,NA
Unacceptable Result,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Unauthorized Bootup Device,DARK,Machine,Union Effect Monster,NA,NA
Unauthorized Reactivation,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Unbreakable Spirit,SPELL/TRAP,Normal,Normal Trap,NA,NA
Uncamouflight,LIGHT,Spellcaster,Pendulum Normal Monster,NA,NA
Unchained Abomination,DARK,Fiend,Link Monster,NA,NA
Unchained Soul of Anguish,DARK,Fiend,Link Monster,NA,NA
Unchained Soul of Disaster,DARK,Fiend,Effect Monster,NA,NA
Unchained Soul of Rage,DARK,Fiend,Link Monster,NA,NA
Unchained Twins - Aruha,FIRE,Fiend,Effect Monster,NA,NA
Unchained Twins - Rakea,WATER,Fiend,Effect Monster,NA,NA
Unchained Twins - Sarama,DARK,Fiend,Effect Monster,NA,NA
Underclock Taker,DARK,Cyberse,Link Monster,NA,NA
Underdog,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Underground Arachnid,EARTH,Insect,Synchro Monster,NA,NA
Underworld Egg Clutch,SPELL/TRAP,Normal,Normal Trap,NA,NA
Underworld Fighter Balmung,DARK,Warrior,Synchro Monster,NA,NA
Underworld Goddess of the Closed World,LIGHT,Fiend,Link Monster,NA,NA
Unending Nightmare,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Unexpected Dai,SPELL/TRAP,Normal,Normal Spell,NA,NA
Unformed Void,LIGHT,Aqua,XYZ Monster,NA,NA
Uni-Horned Familiar,LIGHT,Beast,Tuner Monster,NA,NA
Uni-Song Tuning,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Uni-Zombie,DARK,Zombie,Tuner Monster,NA,NA
Unibird,WIND,Winged Beast,Effect Monster,NA,NA
Unicorn Beacon,SPELL/TRAP,Normal,Normal Spell,NA,NA
Unicycular,EARTH,Machine,Normal Monster,NA,NA
Unification,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Unification of the Cubic Lords,SPELL/TRAP,Normal,Normal Trap,NA,NA
Unified Front,SPELL/TRAP,Normal,Normal Trap,NA,NA
"Uniflora, Mystical Beast of the Forest",EARTH,Beast,Effect Monster,NA,NA
Unifrog,WATER,Aqua,Effect Monster,NA,NA
Union Attack,SPELL/TRAP,Normal,Normal Spell,NA,NA
Union Carrier,LIGHT,Machine,Link Monster,Banned,NA
Union Combination,SPELL/TRAP,Seto Kaiba,Skill Card,NA,NA
Union Driver,LIGHT,Machine,Union Effect Monster,NA,NA
Union Hangar,SPELL/TRAP,Field,Field Spell,NA,Semi-Limited
Union Rider,WIND,Machine,Effect Monster,NA,NA
Union Scramble,SPELL/TRAP,Normal,Normal Trap,NA,NA
United Front,SPELL/TRAP,Counter,Counter Trap,NA,NA
United Resistance,WIND,Thunder,Normal Monster,NA,NA
United We Stand,SPELL/TRAP,Equip,Equip Spell,NA,NA
Unity,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Universal Adapter,SPELL/TRAP,Normal,Normal Trap,NA,NA
Unknown Synchron,DARK,Machine,Tuner Monster,NA,NA
Unknown Warrior of Fiend,DARK,Warrior,Normal Monster,NA,NA
Unleash Your Power!,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Unmasked Dragon,FIRE,Wyrm,Effect Monster,NA,NA
Unpossessed,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Unshaven Angler,WATER,Fish,Effect Monster,NA,NA
Unstable Evolution,SPELL/TRAP,Equip,Equip Spell,NA,NA
Until Noble Arms are Needed Once Again,SPELL/TRAP,Normal,Normal Trap,NA,NA
Unwavering Bond,SPELL/TRAP,Counter,Counter Trap,NA,NA
Update Jammer,WIND,Cyberse,Link Monster,NA,NA
Updraft,SPELL/TRAP,Normal,Normal Trap,NA,NA
Upstart Goblin,SPELL/TRAP,Normal,Normal Spell,Limited,NA
Upstart Golden Ninja,LIGHT,Warrior,Effect Monster,NA,NA
Uraby,EARTH,Dinosaur,Normal Monster,NA,NA
Urgent Ritual Art,SPELL/TRAP,Normal,Normal Trap,NA,NA
Urgent Schedule,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Urgent Synthesis,SPELL/TRAP,Normal,Normal Spell,NA,NA
Urgent Tuning,SPELL/TRAP,Normal,Normal Trap,NA,NA
"Uria, Lord of Searing Flames",FIRE,Pyro,Effect Monster,NA,NA
Ursarctic Big Dipper,SPELL/TRAP,Field,Field Spell,NA,NA
Ursarctic Departure,SPELL/TRAP,Normal,Normal Spell,NA,NA
Ursarctic Grand Chariot,WATER,Beast-Warrior,Synchro Monster,NA,NA
Ursarctic Megabilis,WATER,Beast-Warrior,Tuner Monster,NA,NA
Ursarctic Megapola,WATER,Beast-Warrior,Tuner Monster,NA,NA
Ursarctic Megatanus,WATER,Beast-Warrior,Tuner Monster,NA,NA
Ursarctic Micbilis,WATER,Beast,Effect Monster,NA,NA
Ursarctic Micpola,WATER,Beast,Effect Monster,NA,NA
Ursarctic Mictanus,WATER,Beast,Effect Monster,NA,NA
Ursarctic Polari,WATER,Beast,Synchro Monster,NA,NA
Ursarctic Quint Charge,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Ursarctic Septentrion,WATER,Beast-Warrior,Synchro Monster,NA,NA
Ursarctic Slider,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Ushi Oni,DARK,Fiend,Normal Monster,NA,NA
Utchatzimime Token,DARK,Fiend,Token,NA,NA
"Utgarda, Generaider Boss of Delusion",LIGHT,Rock,Effect Monster,NA,NA
Utopia Buster,SPELL/TRAP,Normal,Normal Spell,NA,NA
Utopian Aura,SPELL/TRAP,Normal,Normal Trap,NA,NA
Utopic Onomatopoeia,LIGHT,Warrior,Effect Monster,NA,NA
V Salamander,FIRE,Spellcaster,Effect Monster,NA,NA
V-LAN Hydra,LIGHT,Cyberse,Link Monster,NA,NA
V-LAN Token,LIGHT,Cyberse,Token,NA,NA
V-Tiger Jet,LIGHT,Machine,Normal Monster,NA,NA
Vague Shadow Token,DARK,Winged Beast,Token,NA,NA
"Vahram, the Magistus Divinity Dragon",FIRE,Dragon,Synchro Monster,NA,NA
Vain Betrayer,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
"Valerifawn, Mystical Beast of the Forest",EARTH,Beast,Tuner Monster,NA,NA
"Valhalla, Hall of the Fallen",SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Valiant Shark Lancer,WATER,Beast-Warrior,XYZ Monster,NA,NA
Valkyrian Knight,FIRE,Warrior,Effect Monster,NA,NA
Valkyrie Brunhilde,LIGHT,Fairy,Effect Monster,NA,NA
Valkyrie Chariot,WIND,Fairy,Union Effect Monster,NA,NA
Valkyrie Dritte,LIGHT,Fairy,Effect Monster,NA,NA
Valkyrie Erda,LIGHT,Fairy,Effect Monster,NA,NA
Valkyrie Erste,LIGHT,Fairy,Effect Monster,NA,NA
Valkyrie Funfte,LIGHT,Fairy,Effect Monster,NA,NA
Valkyrie of the Nordic Ascendant,LIGHT,Fairy,Tuner Monster,NA,NA
Valkyrie Sechste,LIGHT,Fairy,Effect Monster,NA,NA
Valkyrie Sigrun,LIGHT,Fairy,Effect Monster,NA,NA
Valkyrie Vierte,LIGHT,Fairy,Effect Monster,NA,NA
Valkyrie Zweite,LIGHT,Fairy,Effect Monster,NA,NA
Valkyrie's Embrace,SPELL/TRAP,Normal,Normal Spell,NA,NA
Valkyrion the Magna Warrior,EARTH,Rock,Effect Monster,NA,NA
Vampire Awakening,SPELL/TRAP,Normal,Normal Trap,NA,NA
Vampire Baby,DARK,Zombie,Effect Monster,NA,NA
Vampire Domination,SPELL/TRAP,Counter,Counter Trap,NA,NA
Vampire Dragon,DARK,Zombie,Effect Monster,NA,NA
Vampire Duke,DARK,Zombie,Effect Monster,NA,NA
Vampire Familiar,DARK,Zombie,Effect Monster,NA,NA
Vampire Fraulein,DARK,Zombie,Effect Monster,NA,NA
Vampire Genesis,DARK,Zombie,Effect Monster,NA,NA
Vampire Grace,DARK,Zombie,Effect Monster,NA,NA
Vampire Grimson,DARK,Zombie,Effect Monster,NA,NA
Vampire Hunter,DARK,Warrior,Effect Monster,NA,NA
Vampire Kingdom,SPELL/TRAP,Field,Field Spell,NA,NA
Vampire Lady,DARK,Zombie,Effect Monster,NA,NA
Vampire Lord,DARK,Zombie,Effect Monster,NA,NA
Vampire Red Baron,DARK,Zombie,Effect Monster,NA,NA
Vampire Retainer,DARK,Zombie,Effect Monster,NA,NA
Vampire Scarlet Scourge,DARK,Zombie,Effect Monster,NA,NA
Vampire Sorcerer,DARK,Zombie,Effect Monster,NA,NA
Vampire Sucker,DARK,Zombie,Link Monster,NA,NA
Vampire Takeover,SPELL/TRAP,Normal,Normal Trap,NA,NA
Vampire Vamp,DARK,Zombie,Effect Monster,NA,NA
Vampire's Curse,DARK,Zombie,Effect Monster,NA,NA
Vampire's Desire,SPELL/TRAP,Normal,Normal Spell,NA,NA
Vampire's Domain,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Vampiric Koala,EARTH,Beast,Effect Monster,NA,NA
Vampiric Orchis,EARTH,Plant,Effect Monster,NA,NA
Van'Dalgyon the Dark Dragon Lord,DARK,Dragon,Effect Monster,NA,NA
Vanadis of the Nordic Ascendant,DARK,Fairy,Tuner Monster,NA,NA
Vanguard of the Dragon,EARTH,Dragon,Effect Monster,NA,NA
Vanity's Call,SPELL/TRAP,Counter,Counter Trap,NA,NA
Vanity's Emptiness,SPELL/TRAP,Continuous,Continuous Trap,Banned,Limited
Vanity's Fiend,DARK,Fiend,Effect Monster,NA,NA
Vanity's Ruler,LIGHT,Fairy,Effect Monster,NA,NA
Vanquishing Light,SPELL/TRAP,Counter,Counter Trap,NA,NA
Variable Form,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Variety Comes Out,SPELL/TRAP,Normal,Normal Spell,NA,NA
Vassal Token,LIGHT,Thunder,Token,NA,NA
"Vector Pendulum, the Dracoverlord",DARK,Dragon,Pendulum Normal Monster,NA,NA
Vector Scare Archfiend,DARK,Cyberse,Link Monster,NA,NA
Vehicroid Connection Zone,SPELL/TRAP,Normal,Normal Spell,NA,NA
Veil of Darkness,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Vendread Anima,DARK,Zombie,Effect Monster,NA,NA
Vendread Battlelord,DARK,Zombie,Ritual Effect Monster,NA,NA
Vendread Charge,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Vendread Chimera,DARK,Zombie,Ritual Effect Monster,NA,NA
Vendread Core,DARK,Zombie,Effect Monster,NA,NA
Vendread Daybreak,SPELL/TRAP,Normal,Normal Trap,NA,NA
Vendread Houndhorde,DARK,Zombie,Effect Monster,NA,NA
Vendread Nightmare,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Vendread Nights,SPELL/TRAP,Field,Field Spell,NA,NA
Vendread Reorigin,SPELL/TRAP,Normal,Normal Trap,NA,NA
Vendread Reunion,SPELL/TRAP,Normal,Normal Trap,NA,NA
Vendread Revenants,DARK,Zombie,Effect Monster,NA,NA
Vendread Revolution,SPELL/TRAP,Normal,Normal Trap,NA,NA
Vendread Striges,DARK,Zombie,Effect Monster,NA,NA
Vengeful Bog Spirit,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Vengeful Servant,SPELL/TRAP,Equip,Equip Spell,NA,NA
Vengeful Shinobi,DARK,Warrior,Effect Monster,NA,NA
Vennominaga the Deity of Poisonous Snakes,DARK,Reptile,Effect Monster,NA,NA
Vennominon the King of Poisonous Snakes,DARK,Reptile,Effect Monster,NA,NA
"Vennu, Bright Bird of Divinity",LIGHT,Fairy,Ritual Effect Monster,NA,NA
Venom Boa,EARTH,Reptile,Effect Monster,NA,NA
Venom Burn,SPELL/TRAP,Normal,Normal Trap,NA,NA
Venom Cobra,EARTH,Reptile,Normal Monster,NA,NA
Venom Serpent,DARK,Reptile,Effect Monster,NA,NA
Venom Shot,SPELL/TRAP,Normal,Normal Spell,NA,NA
Venom Snake,EARTH,Reptile,Effect Monster,NA,NA
Venom Swamp,SPELL/TRAP,Field,Field Spell,NA,NA
"Ventdra, the Empowered Warrior",WIND,Warrior,Effect Monster,NA,NA
Verdant Sanctuary,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Vermillion Dragon Mech,FIRE,Machine,Synchro Monster,NA,NA
Vermillion Sparrow,FIRE,Pyro,Fusion Monster,NA,NA
Versago the Destroyer,DARK,Fiend,Effect Monster,NA,NA
Vertical Landing,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Vessel for the Dragon Cycle,SPELL/TRAP,Normal,Normal Spell,NA,NA
Vic Viper T301,LIGHT,Machine,Effect Monster,NA,NA
Vice Berserker,DARK,Fiend,Effect Monster,NA,NA
Vice Dragon,DARK,Dragon,Effect Monster,NA,NA
Vicious Claw,SPELL/TRAP,Equip,Equip Spell,NA,NA
Victoria,LIGHT,Fairy,Effect Monster,NA,NA
Victory Dragon,DARK,Dragon,Effect Monster,Banned,Banned
Victory Viper XX03,LIGHT,Machine,Effect Monster,NA,NA
Vijam the Cubic Seed,DARK,Fiend,Effect Monster,NA,NA
Vile Germs,SPELL/TRAP,Equip,Equip Spell,NA,NA
Vilepawn Archfiend,EARTH,Fiend,Effect Monster,NA,NA
Vindikite R-Genex,WIND,Machine,Synchro Monster,NA,NA
Violent Rain,WATER,Aqua,Normal Monster,NA,NA
Violet Crystal,SPELL/TRAP,Equip,Equip Spell,NA,NA
Violet Witch,DARK,Spellcaster,Effect Monster,NA,NA
Viper's Rebirth,SPELL/TRAP,Normal,Normal Spell,NA,NA
Viral Infection,SPELL/TRAP,Kaiba,Skill Card,NA,NA
"Virgil, Rock Star of the Burning Abyss",LIGHT,Spellcaster,Synchro Monster,NA,NA
Virtual World Beast - Jiujiu,WIND,Psychic,Synchro Monster,NA,NA
Virtual World City - Kauwloon,SPELL/TRAP,Normal,Normal Spell,NA,NA
Virtual World Dragon - Longlong,EARTH,Wyrm,XYZ Monster,NA,NA
Virtual World Gate - Chuche,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Virtual World Gate - Qinglong,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Virtual World Gate - Xuanwu,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Virtual World Hime - Nyannyan,WIND,Psychic,Effect Monster,NA,NA
Virtual World Kirin - Lili,EARTH,Wyrm,Effect Monster,NA,NA
Virtual World Kyubi - Shenshen,WIND,Psychic,Synchro Monster,NA,NA
Virtual World Mai-Hime - Lulu,WIND,Psychic,Tuner Monster,NA,NA
Virtual World Oto-Hime - Toutou,EARTH,Wyrm,Effect Monster,NA,NA
Virtual World Phoenix - Fanfan,EARTH,Wyrm,XYZ Monster,NA,NA
Virtual World Roshi - Laolao,WIND,Psychic,Tuner Monster,NA,NA
Virtual World Shell - Jaja,EARTH,Wyrm,XYZ Monster,NA,NA
Virtual World Xiezhi - Jiji,EARTH,Wyrm,Effect Monster,NA,NA
Virus Cannon,SPELL/TRAP,Normal,Normal Trap,NA,NA
Viser Des,DARK,Fiend,Effect Monster,NA,NA
Vishwar Randi,DARK,Warrior,Normal Monster,NA,NA
Vision Fusion,SPELL/TRAP,Normal,Normal Spell,NA,NA
Vision HERO Adoration,DARK,Warrior,Fusion Monster,NA,NA
Vision HERO Faris,DARK,Warrior,Effect Monster,NA,NA
Vision HERO Gravito,DARK,Warrior,Effect Monster,NA,NA
Vision HERO Increase,DARK,Warrior,Effect Monster,NA,NA
Vision HERO Minimum Ray,DARK,Warrior,Effect Monster,NA,NA
Vision HERO Multiply Guy,DARK,Warrior,Effect Monster,NA,NA
Vision HERO Poisoner,DARK,Warrior,Effect Monster,NA,NA
Vision HERO Trinity,DARK,Warrior,Fusion Monster,NA,NA
